duration,total_frames,correct_locks,incorrect_locks,final_score,success_lock_count,time_to_first_valid_lock,time_to_first_success_lock,valid_lock_time_total,valid_lock_ratio,longest_continuous_lock,total_detections,detection_rate
2.3499999999999965,142,0,0,0,0,,,0.0,0.0,0.0,79,33.61702127659579
