duration,total_frames,correct_locks,incorrect_locks,final_score,success_lock_count,time_to_first_valid_lock,time_to_first_success_lock,valid_lock_time_total,valid_lock_ratio,longest_continuous_lock,total_detections,detection_rate
4.599999999999989,277,0,2,-100,0,2.3833333333333298,,0.09999999999999964,0.021739130434782584,0.09999999999999964,119,25.869565217391365
